date,observer,species morpho,Species ID,species code,rf.1.a,rf.2.p,rf.3.a,rf.4.p,rf.5.a,rf.6.a,rf.7.a,rf.8.a,rf.9.p,cm.10.a,cm.11.a,cm.12.p,cm.13.a,cm.14.a,cm.15.p,cm.16.p,cm.17.a,cm.18.p,cm.19.a,control,notes
2025-02-14,"AT, CA",White based soft grass ,,,,,,,,,,,,,,1,4,1,4,23,,1,,,1 died in plot cm.15
2025-02-14,"AT, CA",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-02-14,"AT, CA",general grass ,,,33,13,4,1,38,25,18,6,2,120,3,,114,29,17,35,2,20,9,,combined 16 died in numerous plots 
2025-02-14,"AT, CA",sticky grass,,,,,,,,,,1,,,,,,,,,,,,,
2025-02-14,"AT, CA",shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-02-14,"AT, CA",teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-02-14,"AT, CA",red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-02-14,"AT, CA",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2025-02-14,"AT, CA",fuzzy teardrop ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,,1,,,,2,,,
2025-02-21,"AT, CA",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,2,,,,,
2025-02-21,"AT, CA",Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,,,,,,,1,,,,
2025-02-21,"AT, CA",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,,,,,,1,,,
2025-02-21,"AT, CA",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-02-21,"AT, CA",Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,8,,,,,,,
2025-02-21,"AT, CA",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,2,3,,,,1,,,,,,,,,
2025-02-21,"AT, CA",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-02-21,"AT, CA",Small Clover ,Trifolium longipes,trilon,3,1,4,1,7,,2,,,,,,,,,1,,,1,,"1 trilon died in rf.3.a, 3 trilon died in rf.5a, trilon in cm.19.a thought to be dead has grown a new leaf."
2025-02-21,"AT, CA",Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Two teardrop thick sprout ,,,,,,,,1,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",White based soft grass ,,,,,,,,,,,,,,1,3,1,4,23,,0,,,"1 wht based soft grass died in cm.13.a, 1 wht based soft grass died in cm.18.p"
2025-02-21,"AT, CA",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-02-21,"AT, CA",general grass ,,,33,13,4,1,38,25,18,6,2,120,3,,50,23,10,35,2,20,9,,"7 grasses died in cm.13.a, 6 grasses died in cm.14.a, 7 grasses died in cm.15.p"
2025-02-21,"AT, CA",sticky grass,,,,,,,,,,1,,,,,,,,,,,,,
2025-02-21,"AT, CA",shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-02-21,"AT, CA",teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-02-21,"AT, CA",red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-02-21,"AT, CA",unidentified sedge?,,,3,,,,5,,,3,1,0,,,15,,,,,,,,"1 sedge died cm.10.a, +8 sedges in cm.13.a probably mistaken as grass"
2025-02-21,"AT, CA",fuzzy teardrop ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,"AT, CA",Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,,1,,,,2,,,
